nome_fantasia,slug,inicio_atividades,porte_empresa,nome_cidade,sigla_uf,populacao_cidade,latitude_cidade,longitude_cidade,dist_1,dist_2,dist_3,dist_4
BAHIA GIFTS,bahia-gifts,2000-06-28T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BAHIA LENTES,bahia-lentes,2012-05-28T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BAIA COMERCIAL DE CESTAS BASICAS,baia-comercial-de-cestas-basicas,2007-07-25T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BAIANA CORRETORA DE SEGUROS,baiana-corretora-de-seguros,2008-03-17T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BELEZA VIP,beleza-vip,2006-11-13T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BICICLOED,bicicloed,2001-03-09T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BIG ACO COMERCIO DE ACO,big-aco-comercio-de-aco,2011-01-26T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BIKE CICLO,bike-ciclo,1995-05-16T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BOM DE GARFO,bom-de-garfo,2006-04-28T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BOMBOI,bomboi,2000-05-31T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BRAGA ALIMENTACAO,braga-alimentacao,1995-02-16T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
BRISA TECNOLOGIA,brisa-tecnologia,2008-08-22T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
C E S SERVICOS,c-e-s-servicos,2003-04-25T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CAMACARI DIESEL,camacari-diesel,1989-03-06T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CAMACARI PNEUS,camacari-pneus,2004-11-03T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CAMPOBELO PAISAGISMO,campobelo-paisagismo,2012-03-15T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CARHEJ,carhej,2006-03-31T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CASA & CONSTRUCAO,casa-construcao,2008-02-26T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CASA DE CARNES BEM-TE-VI,casa-de-carnes-bem-te-vi,2007-07-24T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CASA DOS LATICINIOS,casa-dos-laticinios,2011-12-30T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CASAS MORAIS,casas-morais,2006-04-04T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CATTALINI,cattalini,1993-12-30T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CENTRO EDUCACIONAL ALDILA NEUMA,centro-educacional-aldila-neuma,1994-02-17T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CENTRO INTEGRADO DE EDUCACAO INFANTIL-BOMBA,centro-integrado-de-educacao-infantil-bomba,2012-01-13T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CENTRO ODONTOMEDICO SARAH ARAUJO,centro-odontomedico-sarah-araujo,2011-05-30T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CETEC,cetec,2010-11-19T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CEZAR CAR,cezar-car,2008-12-15T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CHALE SUICO,chale-suico,1998-11-12T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CHARMOSA,charmosa,2002-09-12T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CHEIRO DE FAZENDA,cheiro-de-fazenda,2003-04-14T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CHICA PITANGA,chica-pitanga,2001-10-10T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CIALCAMACARI LANCAMENTOS IMOBILIARIOS,cialcamacari-lancamentos-imobiliarios,2004-03-03T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CIEE,ciee,2007-09-20T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CJ CONSTRUTORA,cj-construtora,1999-02-11T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CLEA NOIVAS,clea-noivas,1994-12-23T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CLINICA ENDOCRINOLOGICA,clinica-endocrinologica,2003-06-11T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CODOMINIO VILLAGE LAGOA DA PRAIA,codominio-village-lagoa-da-praia,2006-02-09T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
COMERCIAL CAMPESTRY,comercial-campestry,1991-12-18T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
COMERCIAL OURO VERDE,comercial-ouro-verde,2010-07-01T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
COMUNIDADE EVANGELICA DA RESTITUICAO - CER,comunidade-evangelica-da-restituicao-cer,2011-05-30T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONDOMINIO MIRANTE DE JAUA,condominio-mirante-de-jaua,2003-10-09T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONDOMINIO PARQUE DE JACUIPE,condominio-parque-de-jacuipe,2002-01-02T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONEXAO CIDADE,conexao-cidade,1991-06-17T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONFIDENCE MARKETING DIGITAL,confidence-marketing-digital,1981-10-15T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONSTRUGEL MATERIAIS DE CONSTRUCOES,construgel-materiais-de-construcoes,1996-06-28T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONSTRUTORA PRATZ,construtora-pratz,1992-06-01T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CONTAN - SERVICOS CONTABEIS,contan-servicos-contabeis,2005-12-14T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
COOPAIC,coopaic,2007-09-27T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
COOTRASEM,cootrasem,2003-11-13T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
COPY & PLOT,copy-plot,2000-04-25T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CREPERIA DO TOTONHO,creperia-do-totonho,2000-08-25T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CRISTO INJECAO CAR SERVICE,cristo-injecao-car-service,2010-12-09T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
CTA - CENTRO DE TREINAMENTO DA ASSEG,cta-centro-de-treinamento-da-asseg,2005-09-05T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DELMAR ANALYTICAL,delmar-analytical,2002-01-11T02:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DESIGN TEXTURAS E TINTAS,design-texturas-e-tintas,2000-02-25T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DIRECIONAL,direcional,2007-12-14T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DISK AGUA REOBOTE,disk-agua-reobote,2011-10-10T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DOURADO DISTRIBUIDORA DE DOCES,dourado-distribuidora-de-doces,2011-03-03T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DROGARIA ADONAI,drogaria-adonai,1998-04-24T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DROGARIA MONALISA,drogaria-monalisa,2002-06-13T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
DULCE MOVEIS,dulce-moveis,2010-07-23T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
E. J. V. TRANSPORTES,e-j-v-transportes,2011-06-15T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
EDYWEL PRESTACAO DE SERVICOS,edywel-prestacao-de-servicos,2012-05-10T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ELIANA MODAS,eliana-modas,2012-05-09T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ENERGY,energy,2009-07-29T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA CRIANCA FELIZ,escola-crianca-feliz,1993-06-08T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA CRIARTHE,escola-criarthe,2005-10-21T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA INFANTIL APITO,escola-infantil-apito,2007-09-12T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA MUNDO DA CRIANCA,escola-mundo-da-crianca,1999-05-31T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA MUNICIPAL JOSE MARQUES TEIXEIRA,escola-municipal-jose-marques-teixeira,2012-03-13T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA PASSOS PARA O FUTURO,escola-passos-para-o-futuro,2010-06-18T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA PEQUENO PRINCIPE,escola-pequeno-principe,1985-04-02T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLA SEMENTE DO AMANHA,escola-semente-do-amanha,2008-11-05T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESCOLINHA RECANTO DO SABER,escolinha-recanto-do-saber,1991-04-10T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESPACO JACOB ADVENTURE,espaco-jacob-adventure,1996-11-29T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESPACO MASTER - ESTETICA AVANCADA,espaco-master-estetica-avancada,2010-11-13T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ESTRELA DA MANHA,estrela-da-manha,2003-08-28T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ETTLOG,ettlog,2009-04-17T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
EUROPACKNE,europackne,2005-04-04T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
EVA VARIEDADES,eva-variedades,2014-06-04T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
EXATAS JUNIOR,exatas-junior,2001-06-06T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
EXTREME SOM,extreme-som,2005-06-28T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FARMACIA ABRANTES,farmacia-abrantes,2004-12-29T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FARMACIA ADILMA,farmacia-adilma,2004-05-11T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FARMACIA DOS GENERICOS,farmacia-dos-genericos,2000-10-24T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FARMACIA ITACIMIRIM,farmacia-itacimirim,2010-04-08T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FARMACIA POPULAR,farmacia-popular,2006-05-30T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FARMACIA SANTO ANTONIO,farmacia-santo-antonio,2009-11-05T02:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FASP MEDICAMENTOS,fasp-medicamentos,2000-07-12T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FAZ,faz,2003-03-18T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FLECHA SERVICOS TECNICOS,flecha-servicos-tecnicos,2002-01-28T02:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FOX MANUTENCAO PREDIAL,fox-manutencao-predial,1996-03-14T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FUNDACAO PJ,fundacao-pj,2008-08-26T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
FUNERARIA RESPLANDECER,funeraria-resplandecer,2006-06-12T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
GBL,gbl,2001-07-27T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
GOIANO TRANSPORTES,goiano-transportes,2004-06-08T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
GTA TRANSPORTE E LOCACAO,gta-transporte-e-locacao,2007-11-12T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
H A DE ANDRADE,h-a-de-andrade,2011-03-01T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
H J MANUTENCAO,h-j-manutencao,1991-04-24T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
HELLOA JOIAS & CONFECCOES,helloa-joias-confeccoes,2007-05-16T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
HELTUR TRANSPORTES E TURISMO,heltur-transportes-e-turismo,2010-12-22T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
HM MATERIAIS DE CONSTRUCAO,hm-materiais-de-construcao,2007-10-10T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
HOSPITAL GERAL DE CAMACARI,hospital-geral-de-camacari,1990-07-27T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
HOTEL UBERLANDIA,hotel-uberlandia,1987-05-08T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
IBAC,ibac,2008-06-02T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
IBRAPSE,ibrapse,2009-12-11T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ICI BRASIL MAQUINAS,ici-brasil-maquinas,1998-09-29T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
IGREJA DA GRACA,igreja-da-graca,1996-05-15T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
IGREJA ROSA DE SAROM,igreja-rosa-de-sarom,2007-12-06T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
IMS TECNOLOGIA,ims-tecnologia,2008-06-20T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
INCAPI ASSISTENCIA TECNICA COMERCIO REPRESENTACOES,incapi-assistencia-tecnica-comercio-representacoes,1991-09-10T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
INFRADES,infrades,1998-11-09T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
INSTALA,instala,2002-10-22T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
INSTITUTO COMVIDA,instituto-comvida,2007-05-22T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ISOTERM BAHIA,isoterm-bahia,2010-10-29T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
J N TRANSPORTES E TURISMO,j-n-transportes-e-turismo,1996-06-26T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JAMAICA SURF,jamaica-surf,2008-09-26T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JB CONTABILIDADE,jb-contabilidade,2006-07-04T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JC COISAS MIL,jc-coisas-mil,2010-12-03T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JCMS BORRACHARIA BICICLO,jcms-borracharia-biciclo,1999-02-10T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JESSICA BABY,jessica-baby,1997-11-17T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JL MECANICA PESADA,jl-mecanica-pesada,2005-01-14T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JOCRIS COMERCIO E REPRESENTACOES,jocris-comercio-e-representacoes,1988-05-20T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JOELMA MORENO,joelma-moreno,2000-09-20T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JS TRANSPORTES E TURISMO,js-transportes-e-turismo,2011-12-19T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
JULIO SIMOES,julio-simoes,2005-12-14T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
KAL CABELEIREIRA,kal-cabeleireira,2014-05-21T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
KWJ,kwj,2010-09-24T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
L & B INFORMATICA,l-b-informatica,1999-01-04T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
L.E.E - ASSESSORIA CONTABIL,lee-assessoria-contabil,1991-10-11T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LABORATORIO QUALIVIDA,laboratorio-qualivida,2005-09-02T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LAGO CONSULTORIA IMOBILIARIA,lago-consultoria-imobiliaria,2007-02-12T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LANCHE NMS,lanche-nms,2014-06-03T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LAPACLIN,lapaclin,1986-08-05T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LAR NET,lar-net,2010-12-09T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LAVENOR LAVANDERIAS E SERVICOS,lavenor-lavanderias-e-servicos,2009-01-21T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LEMOSPASSOS RESTAURANTES INDUSTRIAIS,lemospassos-restaurantes-industriais,2006-02-15T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LINDANXAN,lindanxan,2001-01-23T02:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LISART,lisart,2005-10-10T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LITORAL NORTE SHOPING DA CONSTRUCAO,litoral-norte-shoping-da-construcao,2007-05-24T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LIVRARIA E PAPELARIA NUNES,livraria-e-papelaria-nunes,1994-02-01T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LONDRES CONSTRUCOES E SEGUROS,londres-construcoes-e-seguros,2001-05-02T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
LUIZA MODAS,luiza-modas,2011-08-19T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
M F TRANSPORTES,m-f-transportes,1992-09-08T03:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MADEIREIRA ITACIMIRIM,madeireira-itacimirim,2006-08-08T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MAQUISFLORA,maquisflora,2010-07-23T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MAR E TERRA RESTAURANTE,mar-e-terra-restaurante,2005-01-25T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MARCENARIA M&A,marcenaria-ma,2010-05-26T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MARQUES LIVRARIA E PAPELARIA,marques-livraria-e-papelaria,2008-12-09T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MASSA,massa,2007-12-18T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MASTER COLLOR DISTRIBUIDORA,master-collor-distribuidora,2005-09-19T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MEGA VIDROS,mega-vidros,2007-07-12T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO AGAPE,mercadinho-agape,2008-10-24T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO CERQUEIRA,mercadinho-cerqueira,2009-02-18T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO JESSICA,mercadinho-jessica,2009-01-16T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO MIRANDA,mercadinho-miranda,2009-02-16T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO S&N,mercadinho-sn,1999-06-10T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADINHO SANTANA,mercadinho-santana,1992-01-22T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADO CAPENGA,mercado-capenga,2005-05-05T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADO OLIVEIRA,mercado-oliveira,2006-02-03T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCADO SAO JOSE,mercado-sao-jose,2005-03-18T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MERCEARIA VERDE HORIZONTE,mercearia-verde-horizonte,2004-06-15T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MITCHELL OBRAS E SERVICOS,mitchell-obras-e-servicos,2011-10-11T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MIX CASA & CONSTRUCAO,mix-casa-construcao,2011-12-05T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MOLDUFORT AQUAVIDROS,moldufort-aquavidros,1999-08-27T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MOTO PECAS ENDURO,moto-pecas-enduro,1990-08-13T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
MUNDO DO REAL VARIEDADES,mundo-do-real-variedades,2010-05-27T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
N J S PRESTACOES DE SERVICOS,n-j-s-prestacoes-de-servicos,1992-12-07T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
N K COMERCIO E REPRESENTACOES,n-k-comercio-e-representacoes,1995-03-23T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
N P TEIXEIRA COMERCIAL DE ALIMENTOS,n-p-teixeira-comercial-de-alimentos,2011-12-15T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
NATUREZA VIVA,natureza-viva,2006-03-08T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
NOTRON TECNOLOGIA,notron-tecnologia,2007-10-24T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
NR REPRESENTACOES,nr-representacoes,2003-11-26T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
NS SERVICOS ODONTOLOGICOS,ns-servicos-odontologicos,2006-05-12T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
NUSA PRODUCOES E EVENTOS LTDA,nusa-producoes-e-eventos-ltda,2011-02-14T02:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
O VAREJAO,o-varejao,2011-04-20T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OCR OSVALDO CONSTRUCOES E REFORMAS,ocr-osvaldo-construcoes-e-reformas,2011-06-09T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OLEOQUIMICA,oleoquimica,2004-11-12T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OLIVEIRA SUPERMERCADO,oliveira-supermercado,1987-12-03T02:00:00.000Z,5,Camaçari,BA,309208,-12.6996,-38.3263,,,,
ONE TRANSPORTES E SERVICOS,one-transportes-e-servicos,2000-07-22T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OPEN GRILL,open-grill,2008-04-30T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OTICA JESUS,otica-jesus,2004-03-02T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OTICAS JESUS,oticas-jesus,2006-05-12T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
OUR PUBLICIDADE PROPAGANDA E PRODUCOES ARTISTICAS,our-publicidade-propaganda-e-producoes-artisticas,2001-09-12T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PALADAR DO PAO PANIFICADORA E LANCHONETE,paladar-do-pao-panificadora-e-lanchonete,2007-11-28T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PANDORAS RESTAURANTE E LANCHONETE,pandoras-restaurante-e-lanchonete,2006-10-04T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PANIFICADORA BURIS,panificadora-buris,2006-08-14T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PANIFICADORA E LANCHONETE MASSA RICA,panificadora-e-lanchonete-massa-rica,2005-04-14T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PANIFICADORA NOVA VITORIA,panificadora-nova-vitoria,2008-04-09T03:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PANIFICADORA PAO NOSSO,panificadora-pao-nosso,2010-10-18T02:00:00.000Z,1,Camaçari,BA,309208,-12.6996,-38.3263,,,,
PDK ADMINISTRACAO,pdk-administracao,2006-05-17T03:00:00.000Z,3,Camaçari,BA,309208,-12.6996,-38.3263,,,,
